130825,Source of report of E85 (amyloidosis)
130826,Date E86 first reported (volume depletion)
130827,Source of report of E86 (volume depletion)
130828,"Date E87 first reported (other disorders of fluid, electrolyte and acid-base balance)"
130829,"Source of report of E87 (other disorders of fluid, electrolyte and acid-base balance)"
130830,Date E88 first reported (other metabolic disorders)
130831,Source of report of E88 (other metabolic disorders)
130832,"Date E89 first reported (postprocedural endocrine and metabolic disorders, not elsewhere classified)"
130833,"Source of report of E89 (postprocedural endocrine and metabolic disorders, not elsewhere classified)"
130834,Date E90 first reported (nutritional and metabolic disorders in diseases classified elsewhere)
130835,Source of report of E90 (nutritional and metabolic disorders in diseases classified elsewhere)
130836,Date F00 first reported (dementia in alzheimer's disease)
130837,Source of report of F00 (dementia in alzheimer's disease)
130838,Date F01 first reported (vascular dementia)
130839,Source of report of F01 (vascular dementia)
130840,Date F02 first reported (dementia in other diseases classified elsewhere)
130841,Source of report of F02 (dementia in other diseases classified elsewhere)
130842,Date F03 first reported (unspecified dementia)
130843,Source of report of F03 (unspecified dementia)
130844,"Date F04 first reported (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)"
130845,"Source of report of F04 (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)"
130846,"Date F05 first reported (delirium, not induced by alcohol and other psychoactive substances)"
130847,"Source of report of F05 (delirium, not induced by alcohol and other psychoactive substances)"
130848,Date F06 first reported (other mental disorders due to brain damage and dysfunction and to physical disease)
130849,Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease)
130850,"Date F07 first reported (personality and behavioural disorders due to brain disease, damage and dysfunction)"
130851,"Source of report of F07 (personality and behavioural disorders due to brain disease, damage and dysfunction)"
130852,Date F09 first reported (unspecified organic or symptomatic mental disorder)
130853,Source of report of F09 (unspecified organic or symptomatic mental disorder)
130854,Date F10 first reported (mental and behavioural disorders due to use of alcohol)
130855,Source of report of F10 (mental and behavioural disorders due to use of alcohol)
130856,Date F11 first reported (mental and behavioural disorders due to use of opioids)
130857,Source of report of F11 (mental and behavioural disorders due to use of opioids)
130858,Date F12 first reported (mental and behavioural disorders due to use of cannabinoids)
130859,Source of report of F12 (mental and behavioural disorders due to use of cannabinoids)
130860,Date F13 first reported (mental and behavioural disorders due to use of sedatives or hypnotics)
130861,Source of report of F13 (mental and behavioural disorders due to use of sedatives or hypnotics)
130862,Date F14 first reported (mental and behavioural disorders due to use of cocaine)
130863,Source of report of F14 (mental and behavioural disorders due to use of cocaine)
130864,"Date F15 first reported (mental and behavioural disorders due to use of other stimulants, including caffeine)"
130865,"Source of report of F15 (mental and behavioural disorders due to use of other stimulants, including caffeine)"
130866,Date F16 first reported (mental and behavioural disorders due to use of hallucinogens)
130867,Source of report of F16 (mental and behavioural disorders due to use of hallucinogens)
130868,Date F17 first reported (mental and behavioural disorders due to use of tobacco)
130869,Source of report of F17 (mental and behavioural disorders due to use of tobacco)
130870,Date F18 first reported (mental and behavioural disorders due to use of volatile solvents)
130871,Source of report of F18 (mental and behavioural disorders due to use of volatile solvents)
130872,Date F19 first reported (mental and behavioural disorders due to multiple drug use and use of other psychoactive substances)
130873,Source of report of F19 (mental and behavioural disorders due to multiple drug use and use of other psychoactive substances)
130874,Date F20 first reported (schizophrenia)
130875,Source of report of F20 (schizophrenia)
130876,Date F21 first reported (schizotypal disorder)
130877,Source of report of F21 (schizotypal disorder)
130878,Date F22 first reported (persistent delusional disorders)
130879,Source of report of F22 (persistent delusional disorders)
130880,Date F23 first reported (acute and transient psychotic disorders)
130881,Source of report of F23 (acute and transient psychotic disorders)
130882,Date F24 first reported (induced delusional disorder)
130883,Source of report of F24 (induced delusional disorder)
130884,Date F25 first reported (schizoaffective disorders)
130885,Source of report of F25 (schizoaffective disorders)
130886,Date F28 first reported (other nonorganic psychotic disorders)
130887,Source of report of F28 (other nonorganic psychotic disorders)
130888,Date F29 first reported (unspecified nonorganic psychosis)
130889,Source of report of F29 (unspecified nonorganic psychosis)
130890,Date F30 first reported (manic episode)
130891,Source of report of F30 (manic episode)
130892,Date F31 first reported (bipolar affective disorder)
130893,Source of report of F31 (bipolar affective disorder)
130894,Date F32 first reported (depressive episode)
130895,Source of report of F32 (depressive episode)
130896,Date F33 first reported (recurrent depressive disorder)
130897,Source of report of F33 (recurrent depressive disorder)
130898,Date F34 first reported (persistent mood [affective] disorders)
130899,Source of report of F34 (persistent mood [affective] disorders)
130900,Date F38 first reported (other mood [affective] disorders)
130901,Source of report of F38 (other mood [affective] disorders)
130902,Date F39 first reported (unspecified mood [affective] disorder)
130903,Source of report of F39 (unspecified mood [affective] disorder)
130904,Date F40 first reported (phobic anxiety disorders)
130905,Source of report of F40 (phobic anxiety disorders)
130906,Date F41 first reported (other anxiety disorders)
130907,Source of report of F41 (other anxiety disorders)
130908,Date F42 first reported (obsessive-compulsive disorder)
130909,Source of report of F42 (obsessive-compulsive disorder)
130910,"Date F43 first reported (reaction to severe stress, and adjustment disorders)"
130911,"Source of report of F43 (reaction to severe stress, and adjustment disorders)"
130912,Date F44 first reported (dissociative [conversion] disorders)
130913,Source of report of F44 (dissociative [conversion] disorders)
130914,Date F45 first reported (somatoform disorders)
130915,Source of report of F45 (somatoform disorders)
130916,Date F48 first reported (other neurotic disorders)
130917,Source of report of F48 (other neurotic disorders)
130918,Date F50 first reported (eating disorders)
130919,Source of report of F50 (eating disorders)
130920,Date F51 first reported (nonorganic sleep disorders)
130921,Source of report of F51 (nonorganic sleep disorders)
130922,"Date F52 first reported (sexual dysfunction, not caused by organic disorder or disease)"
130923,"Source of report of F52 (sexual dysfunction, not caused by organic disorder or disease)"
130924,"Date F53 first reported (mental and behavioural disorders associated with the puerperium, not elsewhere classified)"
130925,"Source of report of F53 (mental and behavioural disorders associated with the puerperium, not elsewhere classified)"
130926,Date F54 first reported (psychological and behavioural factors associated with disorders or diseases classified elsewhere)
130927,Source of report of F54 (psychological and behavioural factors associated with disorders or diseases classified elsewhere)
130928,Date F55 first reported (abuse of non-dependence-producing substances)
130929,Source of report of F55 (abuse of non-dependence-producing substances)
130930,Date F59 first reported (unspecified behavioural syndromes associated with physiological disturbances and physical factors)
130931,Source of report of F59 (unspecified behavioural syndromes associated with physiological disturbances and physical factors)
130932,Date F60 first reported (specific personality disorders)
130933,Source of report of F60 (specific personality disorders)
130934,Date F61 first reported (mixed and other personality disorders)
130935,Source of report of F61 (mixed and other personality disorders)
130936,"Date F62 first reported (enduring personality changes, not attributable to brain damage and disease)"
130937,"Source of report of F62 (enduring personality changes, not attributable to brain damage and disease)"
130938,Date F63 first reported (habit and impulse disorders)
130939,Source of report of F63 (habit and impulse disorders)
130940,Date F64 first reported (gender identity disorders)
130941,Source of report of F64 (gender identity disorders)
130942,Date F65 first reported (disorders of sexual preference)
130943,Source of report of F65 (disorders of sexual preference)
130944,Date F66 first reported (psychological and behavioural disorders associated with sexual development and orientation)
130945,Source of report of F66 (psychological and behavioural disorders associated with sexual development and orientation)
130946,Date F68 first reported (other disorders of adult personality and behaviour)
130947,Source of report of F68 (other disorders of adult personality and behaviour)
130948,Date F69 first reported (unspecified disorder of adult personality and behaviour)
130949,Source of report of F69 (unspecified disorder of adult personality and behaviour)
130950,Date F70 first reported (mild mental retardation)
130951,Source of report of F70 (mild mental retardation)
130952,Date F71 first reported (moderate mental retardation)
130953,Source of report of F71 (moderate mental retardation)
130954,Date F72 first reported (severe mental retardation)
130955,Source of report of F72 (severe mental retardation)
130956,Date F73 first reported (profound mental retardation)
130957,Source of report of F73 (profound mental retardation)
130958,Date F78 first reported (other mental retardation)
130959,Source of report of F78 (other mental retardation)
130960,Date F79 first reported (unspecified mental retardation)
130961,Source of report of F79 (unspecified mental retardation)
130962,Date F80 first reported (specific developmental disorders of speech and language)
130963,Source of report of F80 (specific developmental disorders of speech and language)
130964,Date F81 first reported (specific developmental disorders of scholastic skills)
130965,Source of report of F81 (specific developmental disorders of scholastic skills)
130966,Date F82 first reported (specific developmental disorder of motor function)
130967,Source of report of F82 (specific developmental disorder of motor function)
130968,Date F83 first reported (mixed specific developmental disorders)
130969,Source of report of F83 (mixed specific developmental disorders)
130970,Date F84 first reported (pervasive developmental disorders)
130971,Source of report of F84 (pervasive developmental disorders)
130972,Date F88 first reported (other disorders of psychological development)
130973,Source of report of F88 (other disorders of psychological development)
130974,Date F89 first reported (unspecified disorder of psychological development)
130975,Source of report of F89 (unspecified disorder of psychological development)
130976,Date F90 first reported (hyperkinetic disorders)
130977,Source of report of F90 (hyperkinetic disorders)
130978,Date F91 first reported (conduct disorders)
130979,Source of report of F91 (conduct disorders)
130980,Date F92 first reported (mixed disorders of conduct and emotions)
130981,Source of report of F92 (mixed disorders of conduct and emotions)
130982,Date F93 first reported (emotional disorders with onset specific to childhood)
130983,Source of report of F93 (emotional disorders with onset specific to childhood)
130984,Date F94 first reported (disorders of social functioning with onset specific to childhood and adolescence)
130985,Source of report of F94 (disorders of social functioning with onset specific to childhood and adolescence)
130986,Date F95 first reported (tic disorders)
130987,Source of report of F95 (tic disorders)
130988,Date F98 first reported (other behavioural and emotional disorders with onset usually occurring in childhood and adolescence)
130989,Source of report of F98 (other behavioural and emotional disorders with onset usually occurring in childhood and adolescence)
130990,"Date F99 first reported (mental disorder, not otherwise specified)"
130991,"Source of report of F99 (mental disorder, not otherwise specified)"
130992,"Date G00 first reported (bacterial meningitis, not elsewhere classified)"
130993,"Source of report of G00 (bacterial meningitis, not elsewhere classified)"
130994,Date G01 first reported (meningitis in bacterial diseases classified elsewhere)
130995,Source of report of G01 (meningitis in bacterial diseases classified elsewhere)
130996,Date G02 first reported (meningitis in other infectious and parasitic diseases classified elsewhere)
130997,Source of report of G02 (meningitis in other infectious and parasitic diseases classified elsewhere)
130998,Date G03 first reported (meningitis due to other and unspecified causes)
130999,Source of report of G03 (meningitis due to other and unspecified causes)
131000,"Date G04 first reported (encephalitis, myelitis and encephalomyelitis)"
131001,"Source of report of G04 (encephalitis, myelitis and encephalomyelitis)"
131002,"Date G05 first reported (encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere)"
131003,"Source of report of G05 (encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere)"
131004,Date G06 first reported (intracranial and intraspinal abscess and granuloma)
131005,Source of report of G06 (intracranial and intraspinal abscess and granuloma)
131006,Date G07 first reported (intracranial and intraspinal abscess and granuloma in diseases classified elsewhere)
131007,Source of report of G07 (intracranial and intraspinal abscess and granuloma in diseases classified elsewhere)
131008,Date G08 first reported (intracranial and intraspinal phlebitis and thrombophlebitis)
131009,Source of report of G08 (intracranial and intraspinal phlebitis and thrombophlebitis)
131010,Date G09 first reported (sequelae of inflammatory diseases of central nervous system)
131011,Source of report of G09 (sequelae of inflammatory diseases of central nervous system)
131012,Date G10 first reported (huntington's disease)
131013,Source of report of G10 (huntington's disease)
131014,Date G11 first reported (hereditary ataxia)
131015,Source of report of G11 (hereditary ataxia)
131016,Date G12 first reported (spinal muscular atrophy and related syndromes)
131017,Source of report of G12 (spinal muscular atrophy and related syndromes)
131018,Date G13 first reported (systemic atrophies primarily affecting central nervous system in diseases classified elsewhere)
131019,Source of report of G13 (systemic atrophies primarily affecting central nervous system in diseases classified elsewhere)
131020,Date G14 first reported (postpolio syndrome)
131021,Source of report of G14 (postpolio syndrome)
131022,Date G20 first reported (parkinson's disease)
131023,Source of report of G20 (parkinson's disease)
131024,Date G21 first reported (secondary parkinsonism)
131025,Source of report of G21 (secondary parkinsonism)
131026,Date G22 first reported (parkinsonism in diseases classified elsewhere)
131027,Source of report of G22 (parkinsonism in diseases classified elsewhere)
131028,Date G23 first reported (other degenerative diseases of basal ganglia)
131029,Source of report of G23 (other degenerative diseases of basal ganglia)
131030,Date G24 first reported (dystonia)
131031,Source of report of G24 (dystonia)
131032,Date G25 first reported (other extrapyramidal and movement disorders)
131033,Source of report of G25 (other extrapyramidal and movement disorders)
131034,Date G26 first reported (extrapyramidal and movement disorders in diseases classified elsewhere)
131035,Source of report of G26 (extrapyramidal and movement disorders in diseases classified elsewhere)
131036,Date G30 first reported (alzheimer's disease)
131037,Source of report of G30 (alzheimer's disease)
131038,"Date G31 first reported (other degenerative diseases of nervous system, not elsewhere classified)"
131039,"Source of report of G31 (other degenerative diseases of nervous system, not elsewhere classified)"
131040,Date G32 first reported (other degenerative disorders of nervous system in diseases classified elsewhere)
131041,Source of report of G32 (other degenerative disorders of nervous system in diseases classified elsewhere)
131042,Date G35 first reported (multiple sclerosis)
131043,Source of report of G35 (multiple sclerosis)
131044,Date G36 first reported (other acute disseminated demyelination)
131045,Source of report of G36 (other acute disseminated demyelination)
131046,Date G37 first reported (other demyelinating diseases of central nervous system)
131047,Source of report of G37 (other demyelinating diseases of central nervous system)
131048,Date G40 first reported (epilepsy)
131049,Source of report of G40 (epilepsy)
131050,Date G41 first reported (status epilepticus)
131051,Source of report of G41 (status epilepticus)
131052,Date G43 first reported (migraine)
131053,Source of report of G43 (migraine)
131054,Date G44 first reported (other headache syndromes)
131055,Source of report of G44 (other headache syndromes)
131056,Date G45 first reported (transient cerebral ischaemic attacks and related syndromes)
131057,Source of report of G45 (transient cerebral ischaemic attacks and related syndromes)
131058,Date G46 first reported (vascular syndromes of brain in cerebrovascular diseases)
131059,Source of report of G46 (vascular syndromes of brain in cerebrovascular diseases)
131060,Date G47 first reported (sleep disorders)
131061,Source of report of G47 (sleep disorders)
131062,Date G50 first reported (disorders of trigeminal nerve)
131063,Source of report of G50 (disorders of trigeminal nerve)
131064,Date G51 first reported (facial nerve disorders)
131065,Source of report of G51 (facial nerve disorders)
131066,Date G52 first reported (disorders of other cranial nerves)
131067,Source of report of G52 (disorders of other cranial nerves)
131068,Date G53 first reported (cranial nerve disorders in diseases classified elsewhere)
131069,Source of report of G53 (cranial nerve disorders in diseases classified elsewhere)
131070,Date G54 first reported (nerve root and plexus disorders)
131071,Source of report of G54 (nerve root and plexus disorders)
131072,Date G55 first reported (nerve root and plexus compressions in diseases classified elsewhere)
131073,Source of report of G55 (nerve root and plexus compressions in diseases classified elsewhere)
131074,Date G56 first reported (mononeuropathies of upper limb)
131075,Source of report of G56 (mononeuropathies of upper limb)
131076,Date G57 first reported (mononeuropathies of lower limb)
131077,Source of report of G57 (mononeuropathies of lower limb)
131078,Date G58 first reported (other mononeuropathies)
131079,Source of report of G58 (other mononeuropathies)
131080,Date G59 first reported (mononeuropathy in diseases classified elsewhere)
131081,Source of report of G59 (mononeuropathy in diseases classified elsewhere)
131082,Date G60 first reported (hereditary and idiopathic neuropathy)
131083,Source of report of G60 (hereditary and idiopathic neuropathy)
131084,Date G61 first reported (inflammatory polyneuropathy)
131085,Source of report of G61 (inflammatory polyneuropathy)
131086,Date G62 first reported (other polyneuropathies)
131087,Source of report of G62 (other polyneuropathies)
131088,Date G63 first reported (polyneuropathy in diseases classified elsewhere)
131089,Source of report of G63 (polyneuropathy in diseases classified elsewhere)
131090,Date G64 first reported (other disorders of peripheral nervous system)
131091,Source of report of G64 (other disorders of peripheral nervous system)
131092,Date G70 first reported (myasthenia gravis and other myoneural disorders)
131093,Source of report of G70 (myasthenia gravis and other myoneural disorders)
131094,Date G71 first reported (primary disorders of muscles)
131095,Source of report of G71 (primary disorders of muscles)
131096,Date G72 first reported (other myopathies)
131097,Source of report of G72 (other myopathies)
131098,Date G73 first reported (disorders of myoneural junction and muscle in diseases classified elsewhere)
131099,Source of report of G73 (disorders of myoneural junction and muscle in diseases classified elsewhere)
131100,Date G80 first reported (infantile cerebral palsy)
131101,Source of report of G80 (infantile cerebral palsy)
131102,Date G81 first reported (hemiplegia)
131103,Source of report of G81 (hemiplegia)
131104,Date G82 first reported (paraplegia and tetraplegia)
131105,Source of report of G82 (paraplegia and tetraplegia)
131106,Date G83 first reported (other paralytic syndromes)
131107,Source of report of G83 (other paralytic syndromes)
131108,Date G90 first reported (disorders of autonomic nervous system)
131109,Source of report of G90 (disorders of autonomic nervous system)
131110,Date G91 first reported (hydrocephalus)
131111,Source of report of G91 (hydrocephalus)
131112,Date G92 first reported (toxic encephalopathy)
131113,Source of report of G92 (toxic encephalopathy)
131114,Date G93 first reported (other disorders of brain)
131115,Source of report of G93 (other disorders of brain)
131116,Date G94 first reported (other disorders of brain in diseases classified elsewhere)
131117,Source of report of G94 (other disorders of brain in diseases classified elsewhere)
131118,Date G95 first reported (other diseases of spinal cord)
131119,Source of report of G95 (other diseases of spinal cord)
131120,Date G96 first reported (other disorders of central nervous system)
131121,Source of report of G96 (other disorders of central nervous system)
131122,"Date G97 first reported (postprocedural disorders of nervous system, not elsewhere classified)"
131123,"Source of report of G97 (postprocedural disorders of nervous system, not elsewhere classified)"
131124,"Date G98 first reported (other disorders of nervous system, not elsewhere classified)"
131125,"Source of report of G98 (other disorders of nervous system, not elsewhere classified)"
131126,Date G99 first reported (other disorders of nervous system in diseases classified elsewhere)
131127,Source of report of G99 (other disorders of nervous system in diseases classified elsewhere)
131128,Date H00 first reported (hordeolum and chalazion)
131129,Source of report of H00 (hordeolum and chalazion)
131130,Date H01 first reported (other inflammation of eyelid)
131131,Source of report of H01 (other inflammation of eyelid)
131132,Date H02 first reported (other disorders of eyelid)
131133,Source of report of H02 (other disorders of eyelid)
131134,Date H03 first reported (disorders of eyelid in diseases classified elsewhere)
131135,Source of report of H03 (disorders of eyelid in diseases classified elsewhere)
131136,Date H04 first reported (disorders of lachrymal system)
131137,Source of report of H04 (disorders of lachrymal system)
131138,Date H05 first reported (disorders of orbit)
131139,Source of report of H05 (disorders of orbit)
131140,Date H06 first reported (disorders of lachrymal system and orbit in diseases classified elsewhere)
131141,Source of report of H06 (disorders of lachrymal system and orbit in diseases classified elsewhere)
131142,Date H10 first reported (conjunctivitis)
131143,Source of report of H10 (conjunctivitis)
131144,Date H11 first reported (other disorders of conjunctiva)
131145,Source of report of H11 (other disorders of conjunctiva)
131146,Date H13 first reported (disorders of conjunctiva in diseases classified elsewhere)
131147,Source of report of H13 (disorders of conjunctiva in diseases classified elsewhere)
131148,Date H15 first reported (disorders of sclera)
131149,Source of report of H15 (disorders of sclera)
131150,Date H16 first reported (keratitis)
131151,Source of report of H16 (keratitis)
131152,Date H17 first reported (corneal scars and opacities)
131153,Source of report of H17 (corneal scars and opacities)
131154,Date H18 first reported (other disorders of cornea)
131155,Source of report of H18 (other disorders of cornea)
131156,Date H19 first reported (disorders of sclera and cornea in diseases classified elsewhere)
131157,Source of report of H19 (disorders of sclera and cornea in diseases classified elsewhere)
131158,Date H20 first reported (iridocyclitis)
131159,Source of report of H20 (iridocyclitis)
131160,Date H21 first reported (other disorders of iris and ciliary body)
131161,Source of report of H21 (other disorders of iris and ciliary body)
131162,Date H22 first reported (disorders of iris and ciliary body in diseases classified elsewhere)
131163,Source of report of H22 (disorders of iris and ciliary body in diseases classified elsewhere)
131164,Date H25 first reported (senile cataract)
131165,Source of report of H25 (senile cataract)
131166,Date H26 first reported (other cataract)
131167,Source of report of H26 (other cataract)
131168,Date H27 first reported (other disorders of lens)
131169,Source of report of H27 (other disorders of lens)
131170,Date H28 first reported (cataract and other disorders of lens in diseases classified elsewhere)
131171,Source of report of H28 (cataract and other disorders of lens in diseases classified elsewhere)
131172,Date H30 first reported (chorioretinal inflammation)
131173,Source of report of H30 (chorioretinal inflammation)
131174,Date H31 first reported (other disorders of choroid)
131175,Source of report of H31 (other disorders of choroid)
131176,Date H32 first reported (chorioretinal disorders in diseases classified elsewhere)
131177,Source of report of H32 (chorioretinal disorders in diseases classified elsewhere)
131178,Date H33 first reported (retinal detachments and breaks)
131179,Source of report of H33 (retinal detachments and breaks)
131180,Date H34 first reported (retinal vascular occlusions)
131181,Source of report of H34 (retinal vascular occlusions)
131182,Date H35 first reported (other retinal disorders)
131183,Source of report of H35 (other retinal disorders)
131184,Date H36 first reported (retinal disorders in diseases classified elsewhere)
131185,Source of report of H36 (retinal disorders in diseases classified elsewhere)
131186,Date H40 first reported (glaucoma)
131187,Source of report of H40 (glaucoma)
131188,Date H42 first reported (glaucoma in diseases classified elsewhere)
131189,Source of report of H42 (glaucoma in diseases classified elsewhere)
131190,Date H43 first reported (disorders of vitreous body)
131191,Source of report of H43 (disorders of vitreous body)
131192,Date H44 first reported (disorders of globe)
131193,Source of report of H44 (disorders of globe)
131194,Date H45 first reported (disorders of vitreous body and globe in diseases classified elsewhere)
131195,Source of report of H45 (disorders of vitreous body and globe in diseases classified elsewhere)
131196,Date H46 first reported (optic neuritis)
131197,Source of report of H46 (optic neuritis)
131198,Date H47 first reported (other disorders of optic [2nd] nerve and visual pathways)
131199,Source of report of H47 (other disorders of optic [2nd] nerve and visual pathways)
131200,Date H48 first reported (disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere)
131201,Source of report of H48 (disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere)
131202,Date H49 first reported (paralytic strabismus)
131203,Source of report of H49 (paralytic strabismus)
131204,Date H50 first reported (other strabismus)
131205,Source of report of H50 (other strabismus)
131206,Date H51 first reported (other disorders of binocular movement)
131207,Source of report of H51 (other disorders of binocular movement)
131208,Date H52 first reported (disorders of refraction and accommodation)
131209,Source of report of H52 (disorders of refraction and accommodation)
131210,Date H53 first reported (visual disturbances)
131211,Source of report of H53 (visual disturbances)
131212,Date H54 first reported (blindness and low vision)
131213,Source of report of H54 (blindness and low vision)
131214,Date H55 first reported (nystagmus and other irregular eye movements)
131215,Source of report of H55 (nystagmus and other irregular eye movements)
131216,Date H57 first reported (other disorders of eye and adnexa)
131217,Source of report of H57 (other disorders of eye and adnexa)
131218,Date H58 first reported (other disorders of eye and adnexa in diseases classified elsewhere)
131219,Source of report of H58 (other disorders of eye and adnexa in diseases classified elsewhere)
131220,"Date H59 first reported (postprocedural disorders of eye and adnexa, not elsewhere classified)"
131221,"Source of report of H59 (postprocedural disorders of eye and adnexa, not elsewhere classified)"
131222,Date H60 first reported (otitis externa)
131223,Source of report of H60 (otitis externa)
131224,Date H61 first reported (other disorders of external ear)
131225,Source of report of H61 (other disorders of external ear)
131226,Date H62 first reported (disorders of external ear in diseases classified elsewhere)
131227,Source of report of H62 (disorders of external ear in diseases classified elsewhere)
131228,Date H65 first reported (nonsuppurative otitis media)
131229,Source of report of H65 (nonsuppurative otitis media)
131230,Date H66 first reported (suppurative and unspecified otitis media)
131231,Source of report of H66 (suppurative and unspecified otitis media)
131232,Date H67 first reported (otitis media in diseases classified elsewhere)
131233,Source of report of H67 (otitis media in diseases classified elsewhere)
131234,Date H68 first reported (eustachian salpingitis and obstruction)
131235,Source of report of H68 (eustachian salpingitis and obstruction)
131236,Date H69 first reported (other disorders of eustachian tube)
131237,Source of report of H69 (other disorders of eustachian tube)
131238,Date H70 first reported (mastoiditis and related conditions)
131239,Source of report of H70 (mastoiditis and related conditions)
131240,Date H71 first reported (cholesteatoma of middle ear)
131241,Source of report of H71 (cholesteatoma of middle ear)
131242,Date H72 first reported (perforation of tympanic membrane)
131243,Source of report of H72 (perforation of tympanic membrane)
131244,Date H73 first reported (other disorders of tympanic membrane)
131245,Source of report of H73 (other disorders of tympanic membrane)
131246,Date H74 first reported (other disorders of middle ear and mastoid)
131247,Source of report of H74 (other disorders of middle ear and mastoid)
131248,Date H75 first reported (other disorders of middle ear and mastoid in diseases classified elsewhere)
131249,Source of report of H75 (other disorders of middle ear and mastoid in diseases classified elsewhere)
131250,Date H80 first reported (otosclerosis)
131251,Source of report of H80 (otosclerosis)
131252,Date H81 first reported (disorders of vestibular function)
131253,Source of report of H81 (disorders of vestibular function)
131254,Date H82 first reported (vertiginous syndromes in diseases classified elsewhere)
131255,Source of report of H82 (vertiginous syndromes in diseases classified elsewhere)
131256,Date H83 first reported (other diseases of inner ear)
131257,Source of report of H83 (other diseases of inner ear)
131258,Date H90 first reported (conductive and sensorineural hearing loss)
131259,Source of report of H90 (conductive and sensorineural hearing loss)
131260,Date H91 first reported (other hearing loss)
131261,Source of report of H91 (other hearing loss)
131262,Date H92 first reported (otalgia and effusion of ear)
131263,Source of report of H92 (otalgia and effusion of ear)
131264,"Date H93 first reported (other disorders of ear, not elsewhere classified)"
131265,"Source of report of H93 (other disorders of ear, not elsewhere classified)"
131266,Date H94 first reported (other disorders of ear in diseases classified elsewhere)
131267,Source of report of H94 (other disorders of ear in diseases classified elsewhere)
131268,"Date H95 first reported (postprocedural disorders of ear and mastoid process, not elsewhere classified)"
131269,"Source of report of H95 (postprocedural disorders of ear and mastoid process, not elsewhere classified)"
131270,Date I00 first reported (rheumatic fever without mention of heart involvement)
131271,Source of report of I00 (rheumatic fever without mention of heart involvement)
131272,Date I01 first reported (rheumatic fever with heart involvement)
131273,Source of report of I01 (rheumatic fever with heart involvement)
131274,Date I02 first reported (rheumatic chorea)
131275,Source of report of I02 (rheumatic chorea)
131276,Date I05 first reported (rheumatic mitral valve diseases)
131277,Source of report of I05 (rheumatic mitral valve diseases)
131278,Date I06 first reported (rheumatic aortic valve diseases)
131279,Source of report of I06 (rheumatic aortic valve diseases)
131280,Date I07 first reported (rheumatic tricuspid valve diseases)
131281,Source of report of I07 (rheumatic tricuspid valve diseases)
131282,Date I08 first reported (multiple valve diseases)
131283,Source of report of I08 (multiple valve diseases)
131284,Date I09 first reported (other rheumatic heart diseases)
131285,Source of report of I09 (other rheumatic heart diseases)
131286,Date I10 first reported (essential (primary) hypertension)
131287,Source of report of I10 (essential (primary) hypertension)
131288,Date I11 first reported (hypertensive heart disease)
131289,Source of report of I11 (hypertensive heart disease)
131290,Date I12 first reported (hypertensive renal disease)
131291,Source of report of I12 (hypertensive renal disease)
131292,Date I13 first reported (hypertensive heart and renal disease)
131293,Source of report of I13 (hypertensive heart and renal disease)
131294,Date I15 first reported (secondary hypertension)
131295,Source of report of I15 (secondary hypertension)
131296,Date I20 first reported (angina pectoris)
131297,Source of report of I20 (angina pectoris)
131298,Date I21 first reported (acute myocardial infarction)
131299,Source of report of I21 (acute myocardial infarction)
131300,Date I22 first reported (subsequent myocardial infarction)
131301,Source of report of I22 (subsequent myocardial infarction)
131302,Date I23 first reported (certain current complications following acute myocardial infarction)
131303,Source of report of I23 (certain current complications following acute myocardial infarction)
131304,Date I24 first reported (other acute ischaemic heart diseases)
131305,Source of report of I24 (other acute ischaemic heart diseases)
131306,Date I25 first reported (chronic ischaemic heart disease)
131307,Source of report of I25 (chronic ischaemic heart disease)
131308,Date I26 first reported (pulmonary embolism)
131309,Source of report of I26 (pulmonary embolism)
131310,Date I27 first reported (other pulmonary heart diseases)
131311,Source of report of I27 (other pulmonary heart diseases)
131312,Date I28 first reported (other diseases of pulmonary vessels)
131313,Source of report of I28 (other diseases of pulmonary vessels)
131314,Date I30 first reported (acute pericarditis)
131315,Source of report of I30 (acute pericarditis)
131316,Date I31 first reported (other diseases of pericardium)
131317,Source of report of I31 (other diseases of pericardium)
131318,Date I32 first reported (pericarditis in diseases classified elsewhere)
131319,Source of report of I32 (pericarditis in diseases classified elsewhere)
131320,Date I33 first reported (acute and subacute endocarditis)
131321,Source of report of I33 (acute and subacute endocarditis)
131322,Date I34 first reported (nonrheumatic mitral valve disorders)
131323,Source of report of I34 (nonrheumatic mitral valve disorders)
131324,Date I35 first reported (nonrheumatic aortic valve disorders)
131325,Source of report of I35 (nonrheumatic aortic valve disorders)
131326,Date I36 first reported (nonrheumatic tricuspid valve disorders)
131327,Source of report of I36 (nonrheumatic tricuspid valve disorders)
131328,Date I37 first reported (pulmonary valve disorders)
131329,Source of report of I37 (pulmonary valve disorders)
131330,"Date I38 first reported (endocarditis, valve unspecified)"
131331,"Source of report of I38 (endocarditis, valve unspecified)"
131332,Date I39 first reported (endocarditis and heart valve disorders in diseases classified elsewhere)
131333,Source of report of I39 (endocarditis and heart valve disorders in diseases classified elsewhere)
131334,Date I40 first reported (acute myocarditis)
